,actors,awards,box_office,country,director,dvd,genre,imdb_id,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,ratings,released,response,runtime,title,total_seasons,type,website,writer,year
166,"Carly Pope, Ian McShane, Adrian Paul, Rena Owen",4 wins & 5 nominations.,N/A,"Canada, New Zealand, UK",Jesse Warn,N/A,"Mystery, Thriller",tt0323571,5.5,"2,010",English,N/A,An introspective university student with an unhealthy interest in riddles and puzzles becomes involved in a sinister mind game that results in murder.,https://m.media-amazon.com/images/M/MV5BMjg3ZDZlNGYtZmYzYi00M2ZlLWE5YmQtNGQ4ZTY5YjZhNGQxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,New Line Cinema,R,"[{'source': 'Internet Movie Database', 'value': '5.5/10'}, {'source': 'Rotten Tomatoes', 'value': '44%'}]",16 Sep 2003,True,92 min,Nemesis Game,,movie,N/A,Jesse Warn,2003
167,"Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter",6 nominations.,N/A,USA,Dennie Gordon,N/A,"Comedy, Crime, Family, Romance",tt0363282,5.0,"21,604",English,33,Jane and Roxy Ryan are teenage Long Island twins who find themselves on numerous misadventures when they trek into Manhattan on a school day.,https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_SX300.jpg,"Warner Brothers, Dualstar Entertainment Group, DiNovi Pictures",PG,"[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '11%'}, {'source': 'Metacritic', 'value': '33/100'}]",07 May 2004,True,91 min,New York Minute,,movie,N/A,"Emily Fox (story), Emily Fox (screenplay), Adam Cooper (screenplay), Bill Collage (screenplay)",2004
168,"Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken",N/A,N/A,USA,John Badham,N/A,"Action, Crime, Drama, Thriller",tt0113972,6.3,"38,476",English,N/A,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Paramount Pictures,R,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '32%'}]",22 Nov 1995,True,90 min,Nick of Time,,movie,N/A,Patrick Sheane Duncan,1995
169,"Alfred Molina, Elizabeth Peña, Freddy Rodríguez, Luis Guzmán",1 win & 4 nominations.,N/A,USA,Alfredo Rodriguez de Villa,N/A,"Comedy, Drama, Romance",tt1151915,6.1,"3,632",English,50,A Puerto Rican family living in the area of Humboldt Park in west Chicago face what may be their last Christmas together.,https://m.media-amazon.com/images/M/MV5BMjAzMzE3NTQxOV5BMl5BanBnXkFtZTcwMzk1OTI5MQ@@._V1_SX300.jpg,"State Street Pictures, 2DS Productions",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '50/100'}]",12 Dec 2008,True,98 min,Nothing Like the Holidays,,movie,N/A,"Alison Swan (screenplay), Rick Najera (screenplay), Robert Teitel (story), Rene M. Rigal (story)",2008
170,"Paz de la Huerta, Katrina Bowden, Judd Nelson, Corbin Bleu",2 nominations.,N/A,"USA, Canada",Douglas Aarniokoski,N/A,"Horror, Thriller",tt1913166,4.5,"9,447",English,29,"By day, Abby Russell is a dedicated nurse, but by night, she lures cheating men to their brutal deaths and exposes them for who they really are.",https://m.media-amazon.com/images/M/MV5BMTQwMzM5MTQ3MF5BMl5BanBnXkFtZTcwOTc4MjE5Ng@@._V1_SX300.jpg,Lions Gate Entertainment,R,"[{'source': 'Internet Movie Database', 'value': '4.5/10'}, {'source': 'Rotten Tomatoes', 'value': '61%'}, {'source': 'Metacritic', 'value': '29/100'}]",24 Oct 2013,True,84 min,Nurse 3D,,movie,N/A,"Douglas Aarniokoski (screenplay), David Loughery (screenplay)",2013
171,"Mary Steenburgen, Gary Basaraba, Harry Dean Stanton, Arthur Hill",2 wins & 7 nominations.,N/A,"Canada, USA",Phillip Borsos,N/A,"Family, Fantasy",tt0089731,6.5,"3,053",English,N/A,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about.",https://m.media-amazon.com/images/M/MV5BOGE0NWRkNTUtMTliMi00OGY4LWFhODUtYzUzZTVmYWRkZmYzXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"Walt Disney Pictures, Telefilm Canada",G,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '47%'}]",22 Nov 1985,True,89 min,One Magic Christmas,,movie,N/A,"Thomas Meehan (story), Phillip Borsos (story), Barry Healey (story), Thomas Meehan",1985
172,"Joshua Jackson, Peter Spence, Marc Strange, Gage Munroe",1 win & 3 nominations.,N/A,Canada,Michael McGowan,N/A,"Adventure, Drama",tt1104806,7.0,"11,149","English, French",N/A,"Chronicles the motorcycle trip of Ben Tyler as he rides from Toronto to Tofino, British Columbia. Ben stops at landmarks that are both iconic and idiosyncratic on his quest to find meaning in his life.",https://m.media-amazon.com/images/M/MV5BMTY4MjQ1NTgwOF5BMl5BanBnXkFtZTcwNDM1NTc0Mg@@._V1_SX300.jpg,Téléfilm Canada,Not Rated,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}]",06 Mar 2009,True,94 min,One Week,,movie,N/A,Michael McGowan,2008
173,"Matt Johnson, Owen Williams, Andrew Appelle, Jared Raab",2 wins & 13 nominations.,N/A,"Canada, USA",Matt Johnson,N/A,"Drama, Mystery, Thriller",tt3776826,6.1,"6,578",English,69,"In 1967, four undercover CIA agents were sent to NASA posing as a documentary film crew. What they discovered led to one of the biggest conspiracies in American history.",https://m.media-amazon.com/images/M/MV5BMTYxMTQ4NDk0NF5BMl5BanBnXkFtZTgwNDIxMzk2NzE@._V1_SX300.jpg,XYZ Films,R,"[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '69%'}, {'source': 'Metacritic', 'value': '69/100'}]",16 Sep 2016,True,94 min,Operation Avalanche,,movie,N/A,"Josh Boles, Matt Johnson",2016
174,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",1 win & 7 nominations.,N/A,"USA, Canada, Germany, France",Jaume Collet-Serra,N/A,"Horror, Mystery, Thriller",tt1148204,6.9,"188,382","English, American Sign Language, Estonian",42,A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,https://m.media-amazon.com/images/M/MV5BMTBjMjY0ODEtZGVkMy00MjUyLTlkMjAtNDBmNzVjOTk0NzQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"Dark Castle Entertainment, Appian Way",R,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '42/100'}]",24 Jul 2009,True,123 min,Orphan,,movie,N/A,"David Leslie Johnson-McGoldrick (screenplay), Alex Mace (story)",2009
175,"Philip Seymour Hoffman, Minnie Driver, John Hurt, Maury Chaykin",3 wins & 5 nominations.,N/A,"Canada, UK",Richard Kwietniowski,N/A,"Crime, Drama, Thriller",tt0285861,7.1,"12,446",English,70,A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.,https://m.media-amazon.com/images/M/MV5BMTI1MDg5NDY4Nl5BMl5BanBnXkFtZTYwODYxNzk5._V1_SX300.jpg,Alliance Atlantis Communications,R,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '70/100'}]",25 Sep 2003,True,104 min,Owning Mahowny,,movie,N/A,"Gary Stephen Ross (book), Maurice Chauvet (screenplay)",2003
176,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",Nominated for 1 BAFTA Film Award. Another 7 wins & 47 nominations.,N/A,USA,Guillermo del Toro,N/A,"Action, Adventure, Sci-Fi",tt1663662,6.9,"461,855","English, Japanese, Cantonese, Mandarin",65,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,"Legendary Pictures, DDY",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '65/100'}]",12 Jul 2013,True,131 min,Pacific Rim,,movie,N/A,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)",2013
177,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow",1 win & 10 nominations.,N/A,"Canada, USA",Adam Shankman,N/A,"Action, Comedy, Drama, Family",tt0395699,5.6,"86,884","English, Korean",30,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.",https://m.media-amazon.com/images/M/MV5BMTE5MTcxOTQxNl5BMl5BanBnXkFtZTYwMzk3Nzg2._V1_SX300.jpg,"Walt Disney Pictures, Spyglass Entertainment",PG,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '30/100'}]",04 Mar 2005,True,95 min,The Pacifier,,movie,N/A,"Thomas Lennon, Robert Ben Garant",2005
178,"Jeremy Piven, Chris Young, Megan Ward, Jon Favreau",N/A,N/A,USA,Hart Bochner,N/A,Comedy,tt0110759,6.6,"11,897",English,42,"A high school senior visits college for the weekend, and stays at the wildest house on campus.",https://m.media-amazon.com/images/M/MV5BYTFiMjk0OTAtZGJkNC00NTUzLTg3YmItYzBkNjM1ODFhMmFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '47%'}, {'source': 'Metacritic', 'value': '42/100'}]",29 Apr 1994,True,79 min,PCU,,movie,N/A,"Adam Leff, Zak Penn",1994
179,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",4 wins & 9 nominations.,N/A,"USA, China, Canada",Chris Columbus,N/A,"Action, Comedy, Fantasy, Sci-Fi",tt2120120,5.5,"130,276","English, Hindi, Japanese",27,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",https://m.media-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,"Columbia Pictures, LStar Capital",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.5/10'}, {'source': 'Rotten Tomatoes', 'value': '17%'}, {'source': 'Metacritic', 'value': '27/100'}]",24 Jul 2015,True,105 min,Pixels,,movie,N/A,"Tim Herlihy (screenplay), Timothy Dowling (screenplay), Tim Herlihy (screen story), Patrick Jean (short film)",2015
180,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",N/A,N/A,"Germany, USA",Jonas Åkerlund,N/A,"Action, Crime, Drama, Thriller",tt4139588,6.3,"71,733","English, Russian",19,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",https://m.media-amazon.com/images/M/MV5BMzA5MjNjODEtOWYxYi00OTdmLTlhNTAtN2VhMTMxNWJjM2ZmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"Constantin Film, Dark Horse Entertainment",TV-MA,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '19%'}, {'source': 'Metacritic', 'value': '19/100'}]",25 Jan 2019,True,118 min,Polar,,movie,N/A,"Jayson Rothwell (screenplay by), Víctor Santos (based on the Dark Horse graphic novel ""Polar: Came from the cold"" by)",2019
181,"Steve Guttenberg, Kim Cattrall, G.W. Bailey, Bubba Smith",1 win.,N/A,USA,Hugh Wilson,N/A,Comedy,tt0087928,6.7,"112,152",English,41,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.",https://m.media-amazon.com/images/M/MV5BMjNiMWVhNjAtMzgyYS00NzRhLWJmNGUtNzdiOGFhMmY5NDUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Ladd Company, Warner Bros.",R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '41/100'}]",23 Mar 1984,True,96 min,Police Academy,,movie,N/A,"Neal Israel (screenplay), Pat Proft (screenplay), Hugh Wilson (screenplay), Neal Israel (story), Pat Proft (story)",1984
182,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow",1 win.,N/A,"Canada, USA",Jerry Paris,N/A,Comedy,tt0091777,5.4,"42,001",English,33,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.,https://m.media-amazon.com/images/M/MV5BNWM0NGQ2ZTctZDNiZi00MzlmLTlhODAtMWQ5Y2Q0YTFjOTcwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros.,PG,"[{'source': 'Internet Movie Database', 'value': '5.4/10'}, {'source': 'Rotten Tomatoes', 'value': '40%'}, {'source': 'Metacritic', 'value': '33/100'}]",21 Mar 1986,True,83 min,Police Academy 3: Back in Training,,movie,N/A,"Neal Israel (characters creator), Pat Proft (characters creator), Gene Quintano",1986
183,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf",2 nominations.,N/A,USA,Jim Drake,N/A,"Comedy, Crime",tt0093756,5.0,"39,690",English,26,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.,https://m.media-amazon.com/images/M/MV5BYzJhOGE5MTktYmNkZi00YTk1LTkxZDgtZDU5MjkxODI5ZWM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros.,PG,"[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '0%'}, {'source': 'Metacritic', 'value': '26/100'}]",03 Apr 1987,True,88 min,Police Academy 4: Citizens on Patrol,,movie,N/A,"Neal Israel (characters), Pat Proft (characters), Gene Quintano",1987
184,"Dylan Schombing, Jean-Francois Lachapelle, Rebecca Roberts, Kiefer Sutherland",9 wins & 4 nominations.,N/A,"Canada, Germany, USA, UK",Paul W.S. Anderson,N/A,"Action, Adventure, Drama, Fantasy, History, Romance",tt1921064,5.5,"105,524",English,39,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",https://m.media-amazon.com/images/M/MV5BNjJkMzhjZWItNzVjMS00N2Y0LWE5YWMtY2Q5NGIzOWZmOTEzXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_SX300.jpg,"Constantin Film, Impact Pictures",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.5/10'}, {'source': 'Rotten Tomatoes', 'value': '28%'}, {'source': 'Metacritic', 'value': '39/100'}]",21 Feb 2014,True,105 min,Pompeii,,movie,N/A,"Janet Scott Batchler (screenplay), Lee Batchler (screenplay), Michael Robert Johnson (screenplay)",2014
185,"Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson",1 nomination.,N/A,"USA, Czech Republic",Martha Coolidge,N/A,"Comedy, Family, Romance",tt0337697,5.9,"37,251","English, Danish, German",47,"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.",https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Paramount Pictures, Sobini Films, Lions Gate Entertainment",PG,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '28%'}, {'source': 'Metacritic', 'value': '47/100'}]",02 Apr 2004,True,111 min,The Prince and Me,,movie,N/A,"Mark Amin (story), Katherine Fugate (story), Jack Amiel (screenplay), Michael Begler (screenplay), Katherine Fugate (screenplay)",2004
186,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis",1 win & 3 nominations.,N/A,"USA, Canada",Nelson McCormick,N/A,"Horror, Mystery",tt0926129,3.9,"33,646","English, Italian",17,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",https://m.media-amazon.com/images/M/MV5BNWYzNjFkYzktZTA4ZC00N2Q5LThjNTEtZTYxYmM2ZGY4ODlhXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,"Alliance, Original Film",PG-13,"[{'source': 'Internet Movie Database', 'value': '3.9/10'}, {'source': 'Rotten Tomatoes', 'value': '7%'}, {'source': 'Metacritic', 'value': '17/100'}]",11 Apr 2008,True,88 min,Prom Night,,movie,N/A,J.S. Cardone,2008
187,"Tim Conlon, Cynthia Preston, David Stratton, Courtney Taylor",N/A,N/A,Canada,"Ron Oliver, Peter R. Simpson",N/A,"Comedy, Horror, Thriller",tt0098136,4.6,"1,893",English,N/A,"The malevolent spirit of Mary Lou Maloney returns to Hamilton High, where she manipulates a naive male student into helping her wreak havoc on the school.",https://m.media-amazon.com/images/M/MV5BOGE5MTRiNGUtOTQwYi00MTViLWJkOGQtYmU0NmRiZDEzZWJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,"[{'source': 'Internet Movie Database', 'value': '4.6/10'}, {'source': 'Rotten Tomatoes', 'value': '15%'}]",28 Jun 1990,True,97 min,Prom Night III: The Last Kiss,,movie,N/A,Ron Oliver,1990
188,"John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie",2 nominations.,N/A,"USA, Germany",Mike Newell,N/A,"Comedy, Drama, Romance",tt0120797,6.0,"28,085","English, French",47,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives.",https://m.media-amazon.com/images/M/MV5BZWNiMDdmNzUtOWE0MC00MjViLTkyOTctYTI0ZmUzOTU4ZTBiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"Fox 2000 Pictures, Regency Enterprises",R,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '48%'}, {'source': 'Metacritic', 'value': '47/100'}]",23 Apr 1999,True,124 min,Pushing Tin,,movie,N/A,"Darcy Frey (article), Glen Charles (screenplay), Les Charles (screenplay)",1999
189,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",2 nominations.,N/A,"USA, Switzerland",Roger Donaldson,N/A,"Action, Thriller",tt0292506,6.6,"128,502","English, Persian, Russian",56,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,https://m.media-amazon.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1_SX300.jpg,Spyglass Entertainment,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '43%'}, {'source': 'Metacritic', 'value': '56/100'}]",31 Jan 2003,True,115 min,The Recruit,,movie,N/A,"Roger Towne, Kurt Wimmer, Mitch Glazer",2003
190,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Jefferson Brown",Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,N/A,"USA, China",Robert Schwentke,N/A,"Action, Comedy, Crime, Thriller",tt1245526,7.0,"285,893","English, Russian",60,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.",https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg,Di Bonaventura Pictures,PG-13,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '60/100'}]",15 Oct 2010,True,111 min,RED,,movie,N/A,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)",2010
191,"Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones",2 nominations.,N/A,"Spain, Canada",Rodrigo Cortés,N/A,"Drama, Fantasy, Horror, Mystery, Thriller",tt1748179,6.2,"58,080",English,36,"Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.",https://m.media-amazon.com/images/M/MV5BMTQzMjYwNTc2M15BMl5BanBnXkFtZTcwMTY0Mjc4Nw@@._V1_SX300.jpg,Millennium Films,R,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '30%'}, {'source': 'Metacritic', 'value': '36/100'}]",02 Mar 2012,True,114 min,Red Lights,,movie,N/A,Rodrigo Cortés,2012
